run,family,scenario,reference,challenger,window_type,n_windows,delta_wis,delta_dispersion,delta_overprediction,delta_underprediction,fraction_of_delta_dispersion,fraction_of_delta_overprediction,fraction_of_delta_underprediction
pap_benchmark_semisyn,RQ1_control_inputs_B4_vs_B4plain,S4_random_uniform,B4_plain,B4,clean,6371,-0.0033530168491931744,-0.0007774046165139534,0.001160278048677318,-0.003735890281356541,0.23185228451834883,-0.34604002928184274,1.1141877447634945
pap_benchmark_semisyn,RQ1_control_inputs_B4_vs_B4plain,S5_wind_triggered,B4_plain,B4,all,9922,0.0010550136785089093,-0.0004172859409840163,0.0002853216243584797,0.001186977995134425,-0.3955265694505329,0.2704435308950075,1.1250830385555057
pap_benchmark_semisyn,RQ1_control_inputs_B4_vs_B4plain,S5_wind_triggered,B4_plain,B4,censored,3167,0.002646602963075839,-0.0006642949651932389,0.0,0.0033108979282691076,-0.25099910128612796,0.0,1.250999101286139
pap_benchmark_semisyn,RQ1_control_inputs_B4_vs_B4plain,S5_wind_triggered,B4_plain,B4,clean,6755,0.0003088163040864539,-0.00030147874932293095,0.0004190912149348372,0.0001912038384745511,-0.9762397429590739,1.3570890182582833,0.6191507247008018
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S1_fixed_50pct,B4,B6,all,9922,-0.09600551816719206,0.013746043527206615,0.00714810478443389,-0.1168996664788326,-0.1431797233078634,-0.0744551450884894,1.2176348683963532
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S1_fixed_50pct,B4,B6,censored,4134,-0.21786064846007702,0.026850658449928226,0.007986253721063088,-0.25269756063106835,-0.1232469408299251,-0.03665762393306458,1.1599045647629898
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S1_fixed_50pct,B4,B6,clean,5788,-0.008972154547498501,0.00438625118260897,0.006549468346281662,-0.019907874076389123,-0.48887378827328465,-0.7299772102240146,2.218850998497298
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S2_fixed_70pct,B4,B6,all,9922,-0.03975921812865367,0.0074490157532665635,0.00415026708523256,-0.0513585009671528,-0.18735317503384724,-0.10438502768849837,1.2917382027223456
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S2_fixed_70pct,B4,B6,censored,2998,-0.12868604010180745,0.01875064868998266,0.004974246698846351,-0.15241093549063645,-0.1457084907978243,-0.03865412825595591,1.1843626190537802
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S2_fixed_70pct,B4,B6,clean,6924,-0.0012550857953903816,0.002555558857790706,0.0037934948608515477,-0.007604139514032628,-2.0361626808116537,-3.022498441767178,6.058661122578826
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S3_fixed_85pct,B4,B6,all,9922,-0.015438575644687091,0.0036671339854100447,0.0026588658104465084,-0.021764575440543648,-0.23753059024405682,-0.17222222254431285,1.4097528127883698
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S3_fixed_85pct,B4,B6,censored,2211,-0.07254925567984935,0.010143985347182517,0.001999201528498489,-0.08469244255553035,-0.13982204575532292,-0.027556471941224472,1.1673785176965472
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S3_fixed_85pct,B4,B6,clean,7711,0.0009369545793751072,0.0018100054209075206,0.0028480134861548524,-0.003721064327687266,1.9317963333021824,3.03964946524335,-3.9714457985455325
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S4_random_uniform,B4,B6,all,9922,-0.04361146112414398,-0.0017795899071899185,0.010734847841809432,-0.052566719058763485,0.040805555725916966,-0.24614740174037542,1.2053418460144583
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S4_random_uniform,B4,B6,censored,3551,-0.11905876930949351,-0.0007746428451198203,0.007325885717850677,-0.12561001218222434,0.006506390496160218,-0.06153167683773904,1.0550252863415785
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S4_random_uniform,B4,B6,clean,6371,-0.0015594455275066976,-0.0023397165776358336,0.012634898776070538,-0.011854627725941402,1.5003515905917302,-8.10217385167131,7.60182226107958
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,B6,all,9922,-0.04303112600398784,0.005247834259346915,0.0022173838299071914,-0.05049634409324194,-0.12195437922913244,-0.05152976544703243,1.1734841446761648
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,B6,censored,3167,-0.12248089850728366,0.011441696126169396,0.0,-0.13392259463345307,-0.0934161674645862,-0.0,1.0934161674645864
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,B6,clean,6755,-0.0057820616786084245,0.002343917082111263,0.0032569774034550934,-0.011382956164174785,-0.4053773917325933,-0.5632899793346643,1.9686673710672582
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S1_fixed_50pct,B4,BT,all,9922,-0.09283108838205936,0.015087702709187304,0.0052534338030024216,-0.11317222489424911,-0.16252855559650176,-0.056591319724499815,1.2191198753210017
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S1_fixed_50pct,B4,BT,censored,4134,-0.21042682924365452,0.029616081409413346,0.005565312374203985,-0.2456082230272719,-0.14074289631157585,-0.02644773194657548,1.1671906282581515
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S1_fixed_50pct,B4,BT,clean,5788,-0.008839935527561349,0.0047110065193575815,0.005030678790330128,-0.018581620837249055,-0.5329231762685938,-0.5690854616128551,2.1020086378814486
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S2_fixed_70pct,B4,BT,all,9922,-0.03588520979195481,0.010712308225412435,-0.0005568914903723039,-0.046040626526994935,-0.2985159704378837,0.015518691226856215,1.2829972792110274
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S2_fixed_70pct,B4,BT,censored,2998,-0.1132628325705659,0.026695720641010518,0.0018570230417348432,-0.14181557625331126,-0.2356970952883272,-0.01639569662517372,1.252092791913501
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S2_fixed_70pct,B4,BT,clean,6924,-0.002381727254364377,0.0037917030229336623,-0.0016020844088092227,-0.0045713458684888165,-1.591997159198471,0.6726565377599371,1.919340621438534
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S3_fixed_85pct,B4,BT,all,9922,-0.01333362271414236,0.007118602655953984,0.0006788744090920965,-0.021131099779188447,-0.5338836120211808,-0.050914475656495484,1.5847980876776768
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S3_fixed_85pct,B4,BT,censored,2211,-0.06210294505405563,0.01757552034472966,0.0025391531173916543,-0.08221761851617694,-0.2830062298886402,-0.040886194932970174,1.3238924248216104
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S3_fixed_85pct,B4,BT,clean,7711,0.0006501630067172054,0.004120256785135286,0.0001454706710490028,-0.003615564449467073,6.337267335370607,0.22374492172895444,-5.561012257099545
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S4_random_uniform,B4,BT,all,9922,-0.04036127208067175,0.0006059112722086382,0.0064992294767092,-0.047466412829589584,-0.015012194635431167,-0.16102637854721033,1.1760385731826413
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S4_random_uniform,B4,BT,censored,3551,-0.10739463110330677,0.00415629146229906,0.0037399776239128665,-0.1152909001895187,-0.03870111028456323,-0.034824623777656515,1.0735257340622197
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S4_random_uniform,B4,BT,clean,6371,-0.002998933689622174,-0.0013729617547904305,0.008037151832584225,-0.00966312376741595,0.4578166431427183,-2.6800031825968116,3.222186539454087
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,BT,all,9922,-0.055708316086976836,0.008520957510045439,-0.0002075998116605922,-0.06402167378536167,-0.1529566518711812,0.0037265497549139465,1.149230102116267
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,BT,censored,3167,-0.16450169240222579,0.017166411704132037,4.978640449300957e-05,-0.18171789051085085,-0.1043540127365873,-0.00030264980114171725,1.1046566625377292
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,BT,clean,6755,-0.004701858234957071,0.004467640939701659,-0.00032827222417849966,-0.008841226950480226,-0.9501862277526641,0.0698175503756967,1.8803686773769668
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S1_fixed_50pct,B1,B6,all,9922,-0.013736635024684307,0.0010990793933825516,0.0062621331824781416,-0.02109784760054499,-0.08001081716210265,-0.4558709735845265,1.5358817907466285
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S1_fixed_50pct,B1,B6,censored,4134,-0.039247398881328485,-0.001655888954850443,0.004541710405998741,-0.04213322033247678,0.04219104965038113,-0.11572003586101114,1.0735289862106299
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S1_fixed_50pct,B1,B6,clean,5788,0.004484079865323828,0.003066777933741084,0.007490921668650542,-0.0060736197370677945,0.6839258054828623,1.670559377539001,-1.3544851830218625
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S2_fixed_70pct,B1,B6,all,9922,-0.013815364939377142,0.0014410647222724976,0.005654950072682369,-0.020911379734332,-0.10430884226337833,-0.40932324969312894,1.5136320919565065
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S2_fixed_70pct,B1,B6,censored,2998,-0.05316629238616112,-0.0013526499975528156,0.0034026872969461896,-0.0552163296855545,0.02544187184857943,-0.06400083858079766,1.0385589667322184
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S2_fixed_70pct,B1,B6,clean,6924,0.0032230637846925175,0.002650706075541749,0.006630149928496504,-0.006057792219345725,0.8224181253039112,2.057095475424798,-1.879513600728706
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S3_fixed_85pct,B1,B6,all,9922,-0.009259718151102242,-0.001220851686858787,0.005253246673099454,-0.013292113137342899,0.1318454478782879,-0.5673225240094514,1.4354770761311624
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S3_fixed_85pct,B1,B6,censored,2211,-0.04956392115470909,-0.007511634225783697,0.0017808640684348937,-0.04383315099736028,0.1515544785558197,-0.0359306533249477,0.8843761747691279
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S3_fixed_85pct,B1,B6,clean,7711,0.002296836490445528,0.0005829247615347921,0.006248894181712254,-0.004534982452801539,0.25379462750599174,2.720652605314594,-1.9744472328205949
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S4_random_uniform,B1,B6,all,9922,-0.00902297722605866,0.001273450696414824,0.006009175729697124,-0.016305603652170604,-0.14113420265952306,-0.6659859134236119,1.8071201160831345
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S4_random_uniform,B1,B6,censored,3551,-0.031396482306615875,-0.0013970900717668738,0.004499647631066743,-0.03449903986591575,0.044498299463073245,-0.14331693554467329,1.0988186360816004
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S4_random_uniform,B1,B6,clean,6371,0.003447328305421271,0.002761928214514514,0.006850540394308085,-0.00616514030340134,0.8011793394238383,1.9872027806388268,-1.7883821200626688
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S5_wind_triggered,B1,B6,all,9922,-0.004538761746658057,-0.0022927007522464786,0.0020292641214500577,-0.004275325115861636,0.505137938543397,-0.44709641852080656,0.9419584799774097
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S5_wind_triggered,B1,B6,censored,3167,-0.014532326181387722,-0.004851559236364957,0.0,-0.009680766945022762,0.3338460185801907,-0.0,0.6661539814198091
pap_benchmark_semisyn,RQ1_censored_likelihood_primary,S5_wind_triggered,B1,B6,clean,6755,0.00014659999498353726,-0.0010930109196479257,0.002980660046340112,-0.0017410491317086559,-7.455736405520802,20.33192461346831,-11.876188207947555
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S1_fixed_50pct,BT,B6,all,9922,-0.0031744297851327014,-0.0013416591819806895,0.0018946709814314684,-0.003727441584583484,0.4226457262542992,-0.5968539579313029,1.1742082316770048
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S1_fixed_50pct,BT,B6,censored,4134,-0.007433819216422485,-0.00276542295948512,0.0024209413468591033,-0.007089337603796469,0.3720056782354704,-0.32566588941399865,0.9536602111785283
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S1_fixed_50pct,BT,B6,clean,5788,-0.00013221901993715202,-0.0003247553367486111,0.0015187895559515344,-0.0013262532391400683,2.456192285368458,-11.48692190180705,10.030729616438538
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S2_fixed_70pct,BT,B6,all,9922,-0.0038740083366988615,-0.003263292472145872,0.004707158575604864,-0.005317874440157858,0.8423555626435756,-1.2150615503362467,1.3727059876926726
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S2_fixed_70pct,BT,B6,censored,2998,-0.015423207531241545,-0.007945071951027859,0.003117223657111508,-0.01059535923732519,0.5151374598918006,-0.2021125405203295,0.6869750806285285
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S2_fixed_70pct,BT,B6,clean,6924,0.0011266414589739954,-0.0012361441651429564,0.0053955792696607704,-0.0030327936455438118,-1.0971939256244683,4.789082832593779,-2.691888906969305
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S3_fixed_85pct,BT,B6,all,9922,-0.0021049529305447318,-0.003451468670543939,0.001979991401354412,-0.0006334756613552012,1.6396892398210292,-0.9406345256575492,0.3009452858365183
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S3_fixed_85pct,BT,B6,censored,2211,-0.010446310625793723,-0.007431534997547142,-0.0005399515888931655,-0.00247482403935341,0.7114028352935834,0.05168825705411563,0.23690890765230044
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S3_fixed_85pct,BT,B6,clean,7711,0.0002867915726579018,-0.0023102513642277653,0.0027025428151058496,-0.00010549987822019297,-8.055506453055857,9.423368999512295,-0.36786254645647515
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S4_random_uniform,BT,B6,all,9922,-0.0032501890434722264,-0.0023855011793985567,0.004235618365100231,-0.005100306229173901,0.7339576706129344,-1.3031913862386466,1.5692337156257121
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S4_random_uniform,BT,B6,censored,3551,-0.011664138206186739,-0.00493093430741888,0.0035859080939378103,-0.010319111992705653,0.42274313114735546,-0.3074301787710146,0.8846870476236577
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S4_random_uniform,BT,B6,clean,6371,0.0014394881621154765,-0.0009667548228454032,0.004597746943486313,-0.0021915039585254526,-0.6715962300271071,3.1940151121002964,-1.5224188820732025
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S5_wind_triggered,BT,B6,all,9922,0.012677190082988996,-0.0032731232506985238,0.0024249836415677836,0.013525329692119732,-0.25818996396453775,0.1912871563566575,1.06690280760788
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S5_wind_triggered,BT,B6,censored,3167,0.04202079389494212,-0.005724715577962641,-4.978640449300957e-05,0.04779529587739777,-0.13623530274737866,-0.001184803995314381,1.137420106742693
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BT,S5_wind_triggered,BT,B6,clean,6755,-0.0010802034436513536,-0.0021237238575903955,0.003585249627633593,-0.002541729213694558,1.9660406288020025,-3.3190503591754594,2.353009730373463
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S1_fixed_50pct,BQR,B6,all,9922,-0.07891864069531306,0.010199767323516,0.00875218657720353,-0.09787059459603259,-0.1292440826863071,-0.11090138527592909,1.2401454679622363
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S1_fixed_50pct,BQR,B6,censored,4134,-0.18110627027556986,0.017432644219820444,0.008060951127946001,-0.20659986562333632,-0.09625643658441572,-0.044509508785535265,1.140765945369951
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S1_fixed_50pct,BQR,B6,clean,5788,-0.005932521019296852,0.005033783721352464,0.009245892062212276,-0.0202121968028616,-0.8485066812201686,-1.5585097856607575,3.4070164668809273
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S2_fixed_70pct,BQR,B6,all,9922,-0.029902226656303058,0.003655925938611901,0.0065729628216039115,-0.04013111541651887,-0.12226266560792295,-0.21981516283565472,1.3420778284435777
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S2_fixed_70pct,BQR,B6,censored,2998,-0.10226609836921145,0.005666701387448056,0.005051825761565302,-0.11298462551822479,-0.0554113384377837,-0.049398831500608226,1.1048101699383917
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S2_fixed_70pct,BQR,B6,clean,6924,0.0014303682881364743,0.0027852868866750508,0.007231594957074129,-0.008586513555612695,1.9472515643532646,5.055757329810256,-6.003008894163514
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S3_fixed_85pct,BQR,B6,all,9922,-0.008308073248186151,0.00029986727117704837,0.004303084906558501,-0.012911025425921697,-0.03609347946499105,-0.5179401743356037,1.5540336538005943
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S3_fixed_85pct,BQR,B6,censored,2211,-0.04714239604418809,-0.001588416606175841,0.0020778158404873965,-0.047631795278499645,0.033694015142695904,-0.04407531256026513,1.0103812974175692
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S3_fixed_85pct,BQR,B6,clean,7711,0.0028270178816232477,0.0008413010220300193,0.004941143511808556,-0.002955426652215331,0.29759310243448195,1.7478288849631884,-1.0454219873976716
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S4_random_uniform,BQR,B6,all,9922,-0.05234870077168961,0.004644406127890209,0.008790879085579552,-0.06578398598515936,-0.08872056153114544,-0.16792926960918378,1.256649831140329
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S4_random_uniform,BQR,B6,censored,3551,-0.14591259500645154,0.00795090589943806,0.007240395375831005,-0.16110389628172064,-0.054490881332667065,-0.04962145574555007,1.1041123370782173
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S4_random_uniform,BQR,B6,clean,6371,-0.0001990557508703139,0.002801464566319578,0.009655071151709996,-0.012655591468899894,-14.073768550122173,-48.504356741746875,63.57812529186907
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S5_wind_triggered,BQR,B6,all,9922,-0.028379650024955877,-0.00048317246340127615,0.0028156903212838164,-0.030712167882838412,0.01702531437055758,-0.09921511783294777,1.08218980346239
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S5_wind_triggered,BQR,B6,censored,3167,-0.08349689406305849,-0.0021306628543498393,0.0,-0.08136623120870867,0.025517869595732757,-0.0,0.9744821304042675
pap_benchmark_semisyn,RQ1_secondary_B6_vs_BQR,S5_wind_triggered,BQR,B6,clean,6755,-0.002538597194656683,0.0002892334682247852,0.004135792652520804,-0.006963623315402279,-0.11393436849042952,-1.6291645879172743,2.7430989564077066
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S1_fixed_50pct,B0_persistence,B6,all,9922,-0.13794785789536324,0.03690747389731534,-0.021571060009403332,-0.15328427178327522,-0.26754655317163784,0.15637111252401975,1.111175440647618
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S1_fixed_50pct,B0_persistence,B6,censored,4134,-0.2543655710903109,0.03740932648964533,0.006142794036906246,-0.29791769161686243,-0.14706914276682273,-0.024149471214110523,1.171218613980933
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S1_fixed_50pct,B0_persistence,B6,clean,5788,-0.05479809522295244,0.03654903253299396,-0.04136530199755879,-0.0499818257583876,-0.6669763316460172,0.7548675155451889,0.9121088161008283
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S2_fixed_70pct,B0_persistence,B6,all,9922,-0.08709151795286675,0.03537336781761984,-0.0312839760170578,-0.0911809097534288,-0.40616317925200973,0.3592080693092115,1.0469551099427983
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S2_fixed_70pct,B0_persistence,B6,censored,2998,-0.1660405077138885,0.03282712166193801,0.004217661454744561,-0.20308529083057106,-0.19770550038610957,-0.02540140061491617,1.2231069010010256
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S2_fixed_70pct,B0_persistence,B6,clean,6924,-0.05290765439082992,0.0364758585707588,-0.04665571332792774,-0.04272779963366098,-0.6894249800097144,0.8818329571611895,0.8075920228485249
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S3_fixed_85pct,B0_persistence,B6,all,9922,-0.062378398058091006,0.034415650890080106,-0.03895202833321365,-0.05784202061495747,-0.5517238653360401,0.6244473975900899,0.9272764677459502
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S3_fixed_85pct,B0_persistence,B6,censored,2211,-0.09271676230734782,0.02827144044920891,0.0015262922705570727,-0.1225144950271138,-0.3049226455459219,-0.016461880598219656,1.3213845261441415
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S3_fixed_85pct,B0_persistence,B6,clean,7711,-0.05367938063426701,0.03617740024616442,-0.05055850827808942,-0.03929827260234203,-0.6739533843106612,0.9418608724746474,0.7320925118360142
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S4_random_uniform,B0_persistence,B6,all,9922,-0.11392314618734935,0.03557869380490539,-0.0261770239831627,-0.12332481600909204,-0.3123043472341904,0.229777923619788,1.0825264236144025
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S4_random_uniform,B0_persistence,B6,censored,3551,-0.2229912062685292,0.03417033693470135,0.004908798437079141,-0.2620703416403097,-0.15323625315319805,-0.022013417117300562,1.1752496702704986
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S4_random_uniform,B0_persistence,B6,clean,6371,-0.053131954639983214,0.036363668729735794,-0.04350330799105453,-0.0459923153786645,-0.6844029920625424,0.8187786104582181,0.8656243816043248
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S5_wind_triggered,B0_persistence,B6,all,9922,-0.09493400076823516,0.03094778420007242,-0.029827585129779878,-0.0960541998385277,-0.3259926259257318,0.31419285912745565,1.011799766798276
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S5_wind_triggered,B0_persistence,B6,censored,3167,-0.16291293015761787,0.025351914645503355,-5.685985747067229e-05,-0.18820798494565055,-0.15561634439313957,0.00034901991766804827,1.1552673244754714
pap_benchmark_semisyn,RQ1_secondary_B6_vs_persistence,S5_wind_triggered,B0_persistence,B6,clean,6755,-0.06306290241498942,0.03357133991869865,-0.04378522938402166,-0.052849012949666416,-0.5323468891073285,0.6943104060750357,0.8380364830322927
pap_benchmark_semisyn,oracle_gap_report_not_confirmatory,S1_fixed_50pct,B6,ORACLE,all,9922,-0.0005546652200650593,-0.0020256311395749904,0.00034116956301319043,0.0011297963564967407,3.651988742574115,-0.6150909605855097,-2.036897781988605
pap_benchmark_semisyn,oracle_gap_report_not_confirmatory,S1_fixed_50pct,B6,ORACLE,censored,4134,0.00010608844372547721,-0.002790829622167354,0.0010081301570188574,0.0018887879088739686,-26.306631751419825,9.502733018004998,17.803898733414776
pap_benchmark_semisyn,oracle_gap_report_not_confirmatory,S1_fixed_50pct,B6,ORACLE,clean,5788,-0.001026599505847714,-0.0014790985675230128,-0.00013519793795768384,0.0005876969996329723,1.4407746731785616,0.13169491821062607,-0.5724695913891774
pap_benchmark_semisyn,oracle_gap_report_not_confirmatory,S2_fixed_70pct,B6,ORACLE,all,9922,0.0008425135815561952,-0.0005858137918540104,-0.001746869431872626,0.0031751968052828317,-0.6953167339711745,-2.0734021030806504,3.768718837051825
pap_benchmark_semisyn,oracle_gap_report_not_confirmatory,S2_fixed_70pct,B6,ORACLE,censored,2998,0.004696486398459515,-2.074713746865603e-05,-0.0005861078077581657,0.005303341343686329,-0.004417587044532111,-0.12479708403933922,1.1292146710838697
pap_benchmark_semisyn,oracle_gap_report_not_confirmatory,S2_fixed_70pct,B6,ORACLE,clean,6924,-0.000826205439974137,-0.0008304801450959645,-0.0022494637919383623,0.0022537384970601794,1.0051739009633747,2.7226446148899455,-2.7278185158533077
pap_benchmark_semisyn,oracle_gap_report_not_confirmatory,S3_fixed_85pct,B6,ORACLE,all,9922,0.00011788767944601042,0.00017169256978022407,-0.0008035979529563628,0.0007497930626221318,1.4564080876564793,-6.816640693350744,6.360232605694118
pap_benchmark_semisyn,oracle_gap_report_not_confirmatory,S3_fixed_85pct,B6,ORACLE,censored,2211,0.0028445945932874944,0.0010828183179129591,-0.0002608747414964139,0.0020226510168709425,0.38065822119894677,-0.09170893529503664,0.7110507140960874
